climate,date,max_temp,min_temp,site,wind
晴转多云,2015年3月5日,-1℃,7℃,日照,南风3-4级
晴转多云,2015年3月6日,1℃,9℃,日照,南风转东南风3-4级
多云转阴,2015年3月7日,3℃,9℃,日照,南风3-4级
阴转多云,2015年3月8日,1℃,6℃,日照,北风4-5级转5-6级
晴转多云,2015年3月9日,-3℃,6℃,日照,北风4-5级转西南风3-4级
晴转多云,2015年3月10日,-1℃,11℃,日照,西南风转北风3-4级
晴转多云,2015年3月11日,1℃,14℃,日照,北风转西南风3-4级
阵雨转多云,2015年3月12日,3℃,11℃,日照,南风转北风3-4级
多云,2015年3月13日,3℃,8℃,日照,北风转南风3-4级
晴转多云,2015年3月14日,4℃,13℃,日照,南风转北风3-4级
晴转多云,2015年3月15日,5℃,13℃,日照,南风3-4级
多云转小雨,2015年3月16日,7℃,12℃,日照,南风转北风3-4级
小雨,2015年3月17日,7℃,10℃,日照,东北风3-4级转4-5级
阴转多云,2015年3月18日,4℃,15℃,日照,北风转南风3-4级
阴转多云,2015年3月19日,8℃,17℃,日照,南风转北风3-4级
多云转晴,2015年3月20日,9℃,20℃,日照,西南风转北风3-4级
晴转多云,2015年3月21日,6℃,14℃,日照,北风3-4级转东风4-5级
晴转多云,2015年3月22日,6℃,12℃,日照,东风转东南风3-4级
晴转多云,2015年3月23日,4℃,12℃,日照,南风3-4级
晴转多云,2015年3月24日,5℃,14℃,日照,南风转东南风3-4级
晴转多云,2015年3月25日,5℃,13℃,日照,东南风3-4级
晴转多云,2015年3月26日,5℃,12℃,日照,东南风3-4级
多云,2015年3月27日,7℃,21℃,日照,南风3-4级转西南风4-5级
晴转多云,2015年3月28日,8℃,17℃,日照,北风转东南风3-4级
晴转多云,2015年3月29日,9℃,16℃,日照,东南风3-4级
多云转阵雨,2015年3月30日,9℃,12℃,日照,东风3-4级
阵雨转阴,2015年3月31日,9℃,12℃,日照,东北风3-4级转东风4-5级
小雨转中雨,2015年4月1日,8℃,14℃,日照,东风转东北风4-5级
阴转多云,2015年4月2日,7℃,13℃,日照,北风转东南风3-4级
多云转阵雨,2015年4月3日,6℃,10℃,日照,东北风转东风3-4级
多云转阴,2015年4月4日,6℃,18℃,日照,西北风转北风3-4级
多云转阴,2015年4月5日,6℃,12℃,日照,北风4-5级转5-6级
多云转晴,2015年4月6日,4℃,10℃,日照,北风4-5级转南风3-4级
晴转多云,2015年4月7日,2℃,12℃,日照,东北风转东南风3-4级
晴转多云,2015年4月8日,4℃,12℃,日照,南风3-4级
晴转多云,2015年4月9日,6℃,16℃,日照,南风3-4级
晴转多云,2015年4月10日,6℃,15℃,日照,南风3-4级转4-5级
多云转雷阵雨,2015年4月11日,9℃,13℃,日照,南风3-4级转北风4-5级
阵雨转雷阵雨,2015年4月12日,5℃,9℃,日照,北风4-5级
阴转多云,2015年4月13日,5℃,19℃,日照,北风4-5级转西南风3-4级
晴转多云,2015年4月14日,10℃,23℃,日照,西南风4-5级
多云转晴,2015年4月15日,14℃,20℃,日照,西南风5-6级转西北风4-5级
多云转阴,2015年4月16日,9℃,16℃,日照,东南风3-4级
多云转阴,2015年4月17日,10℃,14℃,日照,东南风转东北风3-4级
小雨转小到中雨,2015年4月18日,9℃,13℃,日照,东北风3-4级转4-5级
阵雨转多云,2015年4月19日,9℃,18℃,日照,北风4-5级
晴转多云,2015年4月20日,8℃,20℃,日照,西南风3-4级转4-5级
晴转多云,2015年4月21日,11℃,20℃,日照,南风转北风3-4级
晴转多云,2015年4月22日,12℃,25℃,日照,西南风3-4级
晴转多云,2015年4月23日,12℃,19℃,日照,西南风转东北风3-4级
晴转多云,2015年4月24日,11℃,24℃,日照,东北风转南风3-4级
晴转多云,2015年4月25日,16℃,26℃,日照,西南风3-4级转4-5级
多云,2015年4月26日,15℃,21℃,日照,南风3-4级转东南风4-5级
雷阵雨,2015年4月27日,14℃,17℃,日照,东南风转东风4-5级
阴转多云,2015年4月28日,13℃,19℃,日照,东北风转东南风3-4级
晴转多云,2015年4月29日,13℃,20℃,日照,南风转北风3-4级
晴转多云,2015年4月30日,13℃,20℃,日照,东南风3-4级转4-5级
阴,,22℃,18℃,日照,东南风 1级
阵雨,2015年5月1日,12℃,17℃,日照,东南风4-5级转北风3-4级
多云,2015年5月2日,13℃,23℃,日照,北风3-4级
多云转晴,2015年5月3日,13℃,23℃,日照,北风4-5级转南风3-4级
晴转多云,2015年5月4日,14℃,24℃,日照,南风3-4级转西南风4-5级
多云,2015年5月5日,15℃,19℃,日照,西南风转东南风3-4级
多云转雷阵雨,2015年5月6日,13℃,22℃,日照,南风转北风3-4级
多云转雷阵雨,2015年5月7日,13℃,22℃,日照,南风转北风3-4级
多云转雷阵雨,2015年5月8日,13℃,22℃,日照,南风转北风3-4级
多云,2015年5月9日,18℃,13℃,日照,东北风3-4级
多云~雷雨,2015年5月10日,17℃,13℃,日照,东风4-5级
小到中雨~多云,2015年5月11日,16℃,12℃,日照,西北风3-4级
晴~多云,2015年5月12日,26℃,15℃,日照,西风5-6级
晴~多云,2015年5月13日,29℃,20℃,日照,西南风4-5级
多云~阵雨,2015年5月14日,28℃,16℃,日照,西南风3-4级
多云,2015年5月15日,20℃,13℃,日照,东北风4-5级
晴,2015年5月16日,23℃,15℃,日照,北风3-4级
晴~多云,2015年5月17日,23℃,18℃,日照,南风4-5级
多云~阴,2015年5月18日,28℃,16℃,日照,南风3-4级
阴~多云,2015年5月19日,27℃,15℃,日照,北风3-4级
晴,2015年5月20日,25℃,16℃,日照,北风4-5级
晴~多云,2015年5月21日,25℃,17℃,日照,南风3-4级
晴~多云,2015年5月22日,26℃,15℃,日照,
多云,2015年5月23日,21℃,14℃,日照,东南风3-4级
晴~,2015年5月24日,20℃,15℃,日照,东风3-4级
晴~,2015年5月25日,21℃,16℃,日照,南风3-4级
多云,2015年5月26日,23℃,16℃,日照,南风3-4级
晴~,2015年5月27日,22℃,16℃,日照,东南风3-4级
多云~阵雨,2015年5月28日,19℃,17℃,日照,东南风3-4级
阵雨,2015年5月29日,19℃,17℃,日照,东南风3-4级
多云~晴,2015年5月30日,23℃,16℃,日照,北风3-4级
晴~多云,2015年5月31日,25℃,19℃,日照,南风3-4级
多云,2015年6月1日,26℃,19℃,日照,南风3-4级
阴~多云,2015年6月2日,24℃,19℃,日照,东南风3-4级
晴~多云,2015年6月3日,26℃,18℃,日照,北风3-4级
晴~多云,2015年6月4日,25℃,17℃,日照,西南风3-4级
晴~多云,2015年6月5日,31℃,21℃,日照,西南风3-4级
晴~多云,2015年6月6日,33℃,21℃,日照,西南风4-5级
多云,2015年6月7日,26℃,20℃,日照,南风3-4级
阴~多云,2015年6月8日,25℃,19℃,日照,东南风3-4级
多云,2015年6月9日,25℃,19℃,日照,南风3-4级
多云~雷雨,2015年6月10日,25℃,20℃,日照,南风3-4级
阴~多云,2015年6月11日,31℃,21℃,日照,西南风4-5级
晴~多云,2015年6月12日,35℃,21℃,日照,西南风4-5级
晴~多云,2015年6月13日,33℃,20℃,日照,西南风3-4级
多云~晴,2015年6月14日,27℃,20℃,日照,北风3-4级
多云,2015年6月15日,26℃,20℃,日照,南风3-4级
多云,2015年6月16日,28℃,20℃,日照,西南风3-4级
晴~多云,2015年6月17日,25℃,19℃,日照,南风3-4级
多云,2015年6月18日,26℃,19℃,日照,南风3-4级
雷雨,2015年6月19日,25℃,19℃,日照,南风3-4级
多云,2015年6月20日,24℃,18℃,日照,北风3-4级
多云,2015年6月21日,26℃,19℃,日照,东南风3-4级
多云,2015年6月22日,24℃,20℃,日照,东南风3-4级
多云~小雨,2015年6月23日,24℃,20℃,日照,东南风3-4级
中雨,2015年6月24日,22℃,19℃,日照,东南风3-4级
中雨~小雨,2015年6月25日,22℃,20℃,日照,东风3-4级
多云~阴,2015年6月26日,25℃,20℃,日照,北风3-4级
多云~阴,2015年6月27日,24℃,20℃,日照,东南风3-4级
多云~阴,2015年6月28日,24℃,20℃,日照,东南风3-4级
小雨~中雨,2015年6月29日,23℃,20℃,日照,东南风3-4级
阴~多云,2015年6月30日,25℃,20℃,日照,东风4-5级
阴,,22℃,18℃,日照,东南风 1级
晴~多云,2015年7月1日,30℃,21℃,日照,北风3-4级
雷雨~多云,2015年7月2日,30℃,20℃,日照,西南风3-4级
晴~多云,2015年7月3日,28℃,19℃,日照,南风3-4级
晴~多云,2015年7月4日,26℃,20℃,日照,东北风3-4级
多云,2015年7月5日,25℃,20℃,日照,东南风3-4级
雷雨,2015年7月6日,25℃,20℃,日照,东南风3-4级
阴~多云,2015年7月7日,25℃,19℃,日照,东南风3-4级
多云,2015年7月8日,26℃,21℃,日照,东风3-4级
多云~阵雨,2015年7月9日,25℃,22℃,日照,东北风3-4级
阵雨~多云,2015年7月10日,26℃,22℃,日照,东风3-4级
多云~小雨,2015年7月11日,27℃,23℃,日照,东北风3-4级
小雨~多云,2015年7月12日,26℃,22℃,日照,北风5-6级
晴~多云,2015年7月13日,35℃,24℃,日照,西风3-4级
晴~多云,2015年7月14日,33℃,23℃,日照,西南风3-4级
多云~阴,2015年7月15日,28℃,23℃,日照,东风3-4级
多云~阴,2015年7月16日,25℃,22℃,日照,东风3-4级
多云~阴,2015年7月17日,26℃,21℃,日照,东风3-4级
多云~阵雨,2015年7月18日,26℃,22℃,日照,东南风3-4级
多云~阵雨,2015年7月19日,25℃,22℃,日照,东南风3-4级
阵雨~多云,2015年7月20日,25℃,22℃,日照,东南风3-4级
多云~阴,2015年7月21日,27℃,22℃,日照,东北风3-4级
多云,2015年7月22日,28℃,23℃,日照,东南风3-4级
雷阵雨,2015年7月23日,26℃,23℃,日照,东南风3-4级
雷阵雨,2015年7月24日,28℃,23℃,日照,南风3-4级
多云,2015年7月25日,31℃,23℃,日照,西南风3-4级
多云,2015年7月26日,30℃,24℃,日照,西南风3-4级
多云~雷阵雨,2015年7月27日,31℃,26℃,日照,东南风3-4级
雷阵雨~多云,2015年7月28日,31℃,26℃,日照,南风3-4级
多云,2015年7月29日,34℃,27℃,日照,南风3-4级
多云~雷阵雨,2015年7月30日,35℃,26℃,日照,西南风3-4级
雷阵雨,2015年7月31日,31℃,24℃,日照,西南风3-4级
多云~雷阵雨,2015年8月1日,31℃,25℃,日照,西南风3-4级
多云,2015年8月2日,33℃,27℃,日照,西南风3-4级
多云,2015年8月3日,33℃,26℃,日照,西南风4-5级
雷阵雨~多云,2015年8月4日,32℃,25℃,日照,西南风3-4级
雷阵雨,2015年8月5日,31℃,25℃,日照,南风3-4级
多云~雷阵雨,2015年8月6日,30℃,24℃,日照,西南风3-4级
雷阵雨,2015年8月7日,28℃,23℃,日照,东南风3-4级
雷阵雨~阴,2015年8月8日,28℃,25℃,日照,东风3-4级
多云~阴,2015年8月9日,28℃,24℃,日照,东风3-4级
小雨,2015年8月10日,27℃,24℃,日照,东风4-5级
晴~多云,2015年8月11日,28℃,23℃,日照,东北风4-5级
晴~多云,2015年8月12日,30℃,23℃,日照,东北风8-9级
晴~多云,2015年8月13日,31℃,24℃,日照,西南风3-4级
晴~阴,2015年8月14日,32℃,24℃,日照,西南风3-4级
雷阵雨~多云,2015年8月15日,28℃,23℃,日照,南风3-4级
晴~多云,2015年8月16日,28℃,23℃,日照,东南风3-4级
晴~多云,2015年8月17日,29℃,23℃,日照,南风3-4级
多云~阴,2015年8月18日,28℃,24℃,日照,东南风3-4级
阵雨,2015年8月19日,27℃,23℃,日照,东南风3-4级
阴~多云,2015年8月20日,27℃,22℃,日照,东北风3-4级
多云,2015年8月21日,29℃,22℃,日照,西北风3-4级
晴~多云,2015年8月22日,29℃,23℃,日照,西北风3-4级
多云,2015年8月23日,28℃,22℃,日照,东风3-4级
阵雨~阴,2015年8月24日,28℃,22℃,日照,东北风3-4级
阵雨~多云,2015年8月25日,28℃,21℃,日照,北风4-5级
雷阵雨,2015年8月26日,28℃,21℃,日照,西北风3-4级
雷阵雨~多云,2015年8月27日,28℃,20℃,日照,北风3-4级
多云,2015年8月28日,27℃,21℃,日照,南风3-4级
多云,2015年8月29日,28℃,20℃,日照,西北风3-4级
多云,2015年8月30日,28℃,21℃,日照,东北风3-4级
多云~雷阵雨,2015年8月31日,27℃,21℃,日照,东南风3-4级
雷阵雨,2015年9月1日,25℃,20℃,日照,南风3-4级
阵雨~多云,2015年9月2日,27℃,20℃,日照,西北风3-4级
晴~多云,2015年9月3日,27℃,20℃,日照,北风3-4级
多云,2015年9月4日,27℃,22℃,日照,北风3-4级
阵雨~多云,2015年9月5日,25℃,20℃,日照,东北风4-5级
多云,2015年9月6日,26℃,20℃,日照,东北风3-4级
晴~多云,2015年9月7日,27℃,20℃,日照,东北风3-4级
多云,2015年9月8日,26℃,20℃,日照,东南风3-4级
晴~多云,2015年9月9日,26℃,20℃,日照,南风3-4级
多云~阵雨,2015年9月10日,26℃,19℃,日照,北风3-4级
阵雨~多云,2015年9月11日,20℃,17℃,日照,北风3-4级
多云,2015年9月12日,23℃,14℃,日照,西北风4-5级
晴,2015年9月13日,24℃,17℃,日照,北风3-4级
多云~阴,2015年9月14日,25℃,19℃,日照,南风3-4级
阴~多云,2015年9月15日,25℃,19℃,日照,东南风3-4级
晴~多云,2015年9月16日,25℃,18℃,日照,北风3-4级
晴~多云,2015年9月17日,26℃,19℃,日照,南风3-4级
晴~多云,2015年9月18日,26℃,20℃,日照,南风3-4级
多云,2015年9月19日,27℃,19℃,日照,北风3-4级
多云~晴,2015年9月20日,25℃,18℃,日照,北风3-4级
多云,2015年9月21日,25℃,20℃,日照,东南风3-4级
多云~阴,2015年9月22日,25℃,20℃,日照,东南风3-4级
多云,2015年9月23日,25℃,20℃,日照,东北风3-4级
多云~阴,2015年9月24日,25℃,20℃,日照,北风3-4级
多云~阴,2015年9月25日,26℃,20℃,日照,西风3-4级
晴~多云,2015年9月26日,26℃,17℃,日照,北风3-4级
晴~多云,2015年9月27日,26℃,19℃,日照,东南风3-4级
晴~多云,2015年9月28日,25℃,21℃,日照,东北风3-4级
多云~阵雨,2015年9月29日,25℃,19℃,日照,东风4-5级
小雨,2015年9月30日,23℃,17℃,日照,东北风3-4级
阴,,22℃,18℃,日照,东南风 1级
多云~晴,2015年10月1日,22℃,14℃,日照,西北风5-6级
晴~多云,2015年10月2日,25℃,16℃,日照,西南风3-4级
晴~多云,2015年10月3日,25℃,19℃,日照,西南风3-4级
多云,2015年10月4日,24℃,17℃,日照,南风3-4级
多云,2015年10月5日,23℃,17℃,日照,南风3-4级
多云~阵雨,2015年10月6日,23℃,18℃,日照,东南风3-4级
阴~多云,2015年10月7日,21℃,16℃,日照,东南风3-4级
多云~晴,2015年10月8日,23℃,11℃,日照,北风3-4级
晴~多云,2015年10月9日,22℃,12℃,日照,西南风3-4级
晴~多云,2015年10月10日,19℃,10℃,日照,西北风4-5级
晴~多云,2015年10月11日,20℃,12℃,日照,西北风4-5级
晴~多云,2015年10月12日,22℃,13℃,日照,西北风3-4级
晴~多云,2015年10月13日,24℃,15℃,日照,北风3-4级
晴~多云,2015年10月14日,24℃,15℃,日照,西南风3-4级
阴~多云,2015年10月15日,23℃,16℃,日照,南风3-4级
阴~多云,2015年10月16日,23℃,16℃,日照,南风3-4级
多云,2015年10月17日,24℃,16℃,日照,南风3-4级
多云,2015年10月18日,23℃,17℃,日照,东北风3-4级
多云~晴,2015年10月19日,21℃,15℃,日照,西南风3-4级
晴~多云,2015年10月20日,22℃,16℃,日照,东南风3-4级
晴~多云,2015年10月21日,22℃,16℃,日照,东南风 3-4级
多云,2015年10月22日,21℃,16℃,日照,东北风 3-4级
多云~阴,2015年10月23日,22℃,16℃,日照,南风 3-4级
晴~多云,2015年10月24日,21℃,13℃,日照,东北风 4-5级
多云~阵雨,2015年10月25日,18℃,14℃,日照,东北风 4-5级
小雨~多云,2015年10月26日,15℃,10℃,日照,东北风 3-4级
晴~多云,2015年10月27日,17℃,9℃,日照,西北风 4-5级
晴~多云,2015年10月28日,18℃,10℃,日照,南风 3-4级
晴~多云,2015年10月29日,17℃,8℃,日照,北风 3-4级
晴~多云,2015年10月30日,15℃,5℃,日照,北风 4-5级
晴~阴,2015年10月31日,14℃,9℃,日照,北风 3-4级
阴~多云,2015年11月1日,16℃,8℃,日照,西风 3-4级
晴~多云,2015年11月2日,18℃,10℃,日照,西南风 3-4级
晴~多云,2015年11月3日,18℃,13℃,日照,南风 3-4级
多云~阴,2015年11月4日,19℃,15℃,日照,东南风 3-4级
小雨~中到大雨,2015年11月5日,18℃,15℃,日照,北风 3-4级
中雨~小到中雨,2015年11月6日,18℃,13℃,日照,东南风 4-5级
小雨,2015年11月7日,15℃,12℃,日照,北风 4-5级
阴~多云,2015年11月8日,12℃,7℃,日照,北风 4-5级
晴~多云,2015年11月9日,13℃,6℃,日照,北风 3-4级
晴~多云,2015年11月10日,12℃,7℃,日照,东北风 3-4级
多云,2015年11月11日,13℃,9℃,日照,北风 3-4级
多云~小雨,2015年11月12日,14℃,10℃,日照,东北风 3-4级
小雨,2015年11月13日,14℃,10℃,日照,北风 4-5级
阵雨~多云,2015年11月14日,15℃,11℃,日照,北风 3-4级
多云~小雨,2015年11月15日,15℃,11℃,日照,西南风 3-4级
阴~多云,2015年11月16日,15℃,9℃,日照,北风 4-5级
多云~阴,2015年11月17日,13℃,7℃,日照,北风 4-5级
阴~多云,2015年11月18日,12℃,6℃,日照,北风 4-5级
多云,2015年11月19日,11℃,6℃,日照,北风 3-4级
多云~阴,2015年11月20日,11℃,7℃,日照,东北风 3-4级
小雨,2015年11月21日,12℃,10℃,日照,东风 3-4级
小雨,2015年11月22日,13℃,9℃,日照,东风 3-4级
小雨~雨夹雪,2015年11月23日,7℃,1℃,日照,北风 4-5级
中雪~小雪,2015年11月24日,-1℃,-3℃,日照,北风 4-5级
阵雪~多云,2015年11月25日,1℃,-5℃,日照,北风 4-5级
多云~晴,2015年11月26日,-1℃,-8℃,日照,西北风 4-5级
晴~多云,2015年11月27日,1℃,-5℃,日照,西风 3-4级
晴~多云,2015年11月28日,6℃,1℃,日照,南风 3-4级
晴~多云,2015年11月29日,9℃,2℃,日照,北风 3-4级
多云,2015年11月30日,8℃,4℃,日照,北风 3-4级
阴,,22℃,18℃,日照,东南风 1级
小雨,2015年12月1日,11℃,6℃,日照,南风 3-4级
多云~晴,2015年12月2日,9℃,0℃,日照,西北风 4-5级
晴~多云,2015年12月3日,6℃,-1℃,日照,西北风 4-5级
晴~多云,2015年12月4日,7℃,0℃,日照,西北风 4-5级
多云,2015年12月5日,7℃,0℃,日照,北风 3-4级
多云,2015年12月6日,8℃,2℃,日照,北风 3-4级
阴~多云,2015年12月7日,9℃,4℃,日照,北风 3-4级
多云,2015年12月8日,10℃,6℃,日照,南风 3-4级
多云~阴,2015年12月9日,11℃,7℃,日照,东南风 3-4级
阴~多云,2015年12月10日,11℃,3℃,日照,北风 4-5级
晴~多云,2015年12月11日,6℃,0℃,日照,北风 4-5级
多云,2015年12月12日,6℃,1℃,日照,北风 3-4级
多云~阴,2015年12月13日,7℃,2℃,日照,北风 3-4级
阴~多云,2015年12月14日,7℃,2℃,日照,西北风 3-4级
晴~多云,2015年12月15日,7℃,-2℃,日照,西北风 3-4级
晴~多云,2015年12月16日,3℃,-3℃,日照,西北风 4-5级
晴,2015年12月17日,3℃,-3℃,日照,西北风 3-4级
晴~阴,2015年12月19日,6℃,1℃,日照,北风 3-4级
晴~多云,2015年12月18日,5℃,-2℃,日照,西南风 3-4级
小雨~多云,2015年12月20日,7℃,3℃,日照,南风 3-4级
多云~小雨,2015年12月21日,8℃,2℃,日照,东北风 3-4级
小雨,2015年12月22日,8℃,5℃,日照,东南风 3-4级
阵雨~多云,2015年12月23日,7℃,3℃,日照,东北风 4-5级
多云,2015年12月24日,7℃,0℃,日照,北风 3-4级
雾~霾,2015年12月25日,6℃,1℃,日照,西南风 3-4级
晴~多云,2015年12月26日,8℃,-2℃,日照,西南风 3-4级
晴~多云,2015年12月27日,1℃,-3℃,日照,东北风 3-4级
晴~多云,2015年12月28日,4℃,-1℃,日照,西北风 3-4级
晴~多云,2015年12月29日,6℃,0℃,日照,西南风 3-4级
多云~晴,2015年12月30日,7℃,-1℃,日照,西北风 3-4级
晴~多云,2015年12月31日,5℃,0℃,日照,北风 3-4级
多云,2016年1月1日,7℃,2℃,日照,西南风 3-4级
晴~多云,2016年1月2日,12℃,3℃,日照,西南风 3-4级
晴~多云,2016年1月3日,12℃,2℃,日照,西南风 3-4级
晴~多云,2016年1月4日,6℃,0℃,日照,东北风 4-5级
多云,2016年1月5日,5℃,0℃,日照,东北风 3-4级
阴~多云,2016年1月6日,5℃,-3℃,日照,北风 3-4级
多云~晴,2016年1月7日,2℃,-3℃,日照,北风 3-4级
晴~多云,2016年1月8日,5℃,-2℃,日照,西北风 3-4级
晴~多云,2016年1月9日,5℃,-1℃,日照,西南风 3-4级
多云,2016年1月10日,6℃,-1℃,日照,东北风 3-4级
多云,2016年1月11日,1℃,-4℃,日照,东北风 4-5级
多云~晴,2016年1月12日,0℃,-5℃,日照,北风 3-4级
晴~多云,2016年1月13日,3℃,-6℃,日照,北风 3-4级
晴~多云,2016年1月14日,5℃,-3℃,日照,西南风 3-4级
晴~多云,2016年1月15日,6℃,0℃,日照,南风 3-4级
多云~阴,2016年1月16日,7℃,2℃,日照,南风 3-4级
小雪~多云,2016年1月17日,3℃,-6℃,日照,北风 4-5级
多云~晴,2016年1月18日,-1℃,-7℃,日照,西北风 4-5级
晴~多云,2016年1月19日,0℃,-7℃,日照,西北风 4-5级
多云~阴,2016年1月20日,-1℃,-3℃,日照,东北风 3-4级
多云~阴,2016年1月21日,1℃,-4℃,日照,东北风 3-4级
小雪~多云,2016年1月22日,0℃,-10℃,日照,东北风 3-4级
多云,2016年1月23日,-5℃,-14℃,日照,西北风 5-6级
晴~多云,2016年1月24日,-5℃,-15℃,日照,西北风 5-6级
晴~多云,2016年1月25日,2℃,-8℃,日照,西风 3-4级
晴~多云,2016年1月26日,3℃,-5℃,日照,西南风 3-4级
晴~多云,2016年1月27日,4℃,-1℃,日照,东南风 3-4级
多云,2016年1月28日,6℃,1℃,日照,东北风 3-4级
多云~阴,2016年1月29日,4℃,-4℃,日照,东北风 4-5级
多云~阴,2016年1月30日,2℃,-5℃,日照,北风 4-5级
阴~多云,2016年1月31日,0℃,-7℃,日照,北风 3-4级
晴~多云,2016年2月1日,2℃,-5℃,日照,北风 3-4级
晴~多云,2016年2月2日,4℃,-4℃,日照,西北风 3-4级
晴~多云,2016年2月3日,6℃,-1℃,日照,西风 3-4级
多云~阴,2016年2月4日,8℃,-1℃,日照,北风 3-4级
阴~多云,2016年2月5日,6℃,-4℃,日照,西北风 3-4级
晴~多云,2016年2月6日,4℃,-2℃,日照,西北风 4-5级
多云~晴,2016年2月7日,6℃,0℃,日照,西南风 3-4级
晴~多云,2016年2月8日,11℃,1℃,日照,西南风 4-5级
晴~多云,2016年2月9日,9℃,3℃,日照,东南风 3-4级
多云~阴,2016年2月10日,9℃,4℃,日照,东南风 3-4级
小雨~阴,2016年2月11日,9℃,5℃,日照,东南风 3-4级
小雨~中雨,2016年2月12日,10℃,6℃,日照,东北风 3-4级
小雨~多云,2016年2月13日,7℃,-3℃,日照,北风 5-6级
多云~晴,2016年2月14日,0℃,-4℃,日照,西北风 4-5级
晴~多云,2016年2月15日,4℃,-5℃,日照,西风 4-5级
晴~多云,2016年2月16日,8℃,-1℃,日照,西风 3-4级
晴~多云,2016年2月17日,9℃,2℃,日照,西南风 3-4级
晴~多云,2016年2月18日,10℃,2℃,日照,西南风 3-4级
阴~多云,2016年2月19日,8℃,0℃,日照,南风 3-4级
多云,2016年2月20日,6℃,-2℃,日照,北风 4-5级
多云~雨夹雪,2016年2月21日,5℃,1℃,日照,南风 3-4级
阵雨~多云,2016年2月22日,7℃,0℃,日照,南风 3-4级
多云,2016年2月23日,6℃,-4℃,日照,北风 3-4级
晴~多云,2016年2月24日,4℃,-1℃,日照,西南风 3-4级
多云,2016年2月25日,9℃,0℃,日照,西南风 3-4级
阴~多云,2016年2月26日,9℃,1℃,日照,北风 3-4级
多云~阴,2016年2月27日,6℃,1℃,日照,西南风 3-4级
阴~多云,2016年2月28日,7℃,-2℃,日照,北风 3-4级
晴~多云,2016年2月29日,5℃,-1℃,日照,北风 4-5级
阴,,22℃,18℃,日照,东南风 1级
阴,,22℃,18℃,日照,东南风 1级
晴~多云,2016年3月1日,7℃,1℃,日照,南风 3-4级
晴~多云,2016年3月2日,12℃,4℃,日照,南风 4-5级
多云,2016年3月3日,15℃,6℃,日照,南风 3-4级
多云~小雨,2016年3月4日,12℃,7℃,日照,南风 3-4级
阴~多云,2016年3月5日,11℃,3℃,日照,北风 4-5级
多云,2016年3月6日,9℃,4℃,日照,东南风 3-4级
多云~阵雨,2016年3月7日,12℃,3℃,日照,南风 3-4级
阴~多云,2016年3月8日,4℃,-1℃,日照,东北风 4-5级
晴~多云,2016年3月9日,5℃,-2℃,日照,东北风 4-5级
晴~多云,2016年3月10日,8℃,-2℃,日照,西北风 3-4级
晴~多云,2016年3月11日,8℃,1℃,日照,西南风 3-4级
多云~阴,2016年3月12日,10℃,4℃,日照,南风 4-5级
阴~多云,2016年3月13日,9℃,0℃,日照,东北风 3-4级
晴~多云,2016年3月14日,8℃,1℃,日照,北风 3-4级
晴~多云,2016年3月15日,9℃,3℃,日照,南风 3-4级
多云,2016年3月16日,10℃,4℃,日照,东南风 3-4级
多云,2016年3月17日,10℃,5℃,日照,南风 3-4级
雾~多云,2016年3月18日,11℃,6℃,日照,南风 3-4级
晴~多云,2016年3月19日,12℃,4℃,日照,东北风 3-4级
晴~多云,2016年3月20日,12℃,3℃,日照,东北风 3-4级
晴~多云,2016年3月21日,11℃,3℃,日照,东北风 3-4级
多云,2016年3月22日,12℃,5℃,日照,东南风 3-4级
多云,2016年3月23日,12℃,1℃,日照,东北风 4-5级
晴~多云,2016年3月24日,12℃,3℃,日照,北风 3-4级
晴~多云,2016年3月25日,12℃,5℃,日照,北风 3-4级
晴~多云,2016年3月26日,13℃,5℃,日照,北风 3-4级
晴,2016年3月27日,18℃,8℃,日照,西风 3-4级
晴~多云,2016年3月28日,21℃,11℃,日照,西南风 4-5级
晴~多云,2016年3月29日,19℃,7℃,日照,北风 3-4级
多云,2016年3月30日,16℃,9℃,日照,北风 3-4级
晴~多云,2016年3月31日,17℃,11℃,日照,南风 3-4级
多云,2016年4月1日,19℃,11℃,日照,南风 4-5级
多云~阴,2016年4月2日,15℃,10℃,日照,东南风 3-4级
阴~多云,2016年4月3日,12℃,6℃,日照,东北风 4-5级
晴~多云,2016年4月4日,15℃,8℃,日照,南风 3-4级
多云,2016年4月5日,16℃,9℃,日照,南风 3-4级
多云~小雨,2016年4月6日,12℃,9℃,日照,东风 3-4级
多云~晴,2016年4月7日,16℃,9℃,日照,北风 3-4级
多云,2016年4月8日,18℃,11℃,日照,北风 3-4级
晴~多云,2016年4月9日,24℃,12℃,日照,西南风 3-4级
晴~多云,2016年4月10日,23℃,8℃,日照,西南风 3-4级
多云,2016年4月11日,12℃,8℃,日照,东风 4-5级
阴~多云,2016年4月12日,15℃,10℃,日照,南风 4-5级
晴~多云,2016年4月13日,23℃,13℃,日照,西南风 3-4级
晴~多云,2016年4月14日,16℃,8℃,日照,东北风 3-4级
多云~阴,2016年4月15日,14℃,10℃,日照,东南风 3-4级
小到中雨~多云,2016年4月16日,13℃,10℃,日照,东南风 4-5级
多云~晴,2016年4月17日,19℃,10℃,日照,西风 4-5级
晴~多云,2016年4月18日,19℃,9℃,日照,西南风 4-5级
多云~阴,2016年4月19日,16℃,11℃,日照,东南风 4-5级
阴~多云,2016年4月20日,17℃,11℃,日照,东南风 3-4级
晴~多云,2016年4月21日,24℃,14℃,日照,西南风 3-4级
